Team ID , Team  , Region , Country , Track , Section , Size , Status , Year,Wiki,Medal,Award,Name,Parts
2097,Austin_UTexas,North America,United States,New Application,Undergrad,22,Accepted,2016,http://2016.igem.org/Team:Austin_UTexas,gold medal,,The Bucha Bunch,BBa_K2097000;BBa_K2097001;BBa_K2097002
2098,Austin_UTexas_LASA,North America,United States,High School,High_school,13,Withdrawn,2016,http://2016.igem.org/Team:Austin_UTexas_LASA,bronze medal,,-- Not provided yet --,
2187,Baltimore_BioCrew,North America,United States,High School,High_school,9,Accepted,2016,http://2016.igem.org/Team:Baltimore_BioCrew,bronze medal,,Genetically-engineering E. coli to Degrade Plastic using PETase and MHETase,BBa_K2187000;BBa_K2187001;BBa_K2187002;BBa_K2187003
2026,BGIC_China,Asia,China,High School,High_school,24,Accepted,2016,http://2016.igem.org/Team:BGIC_China,silver medal,,Programmable and open-source test paper based on cell-free system,BBa_K2026000
2091,BGU_ISRAEL,Europe,Israel,Environment,Overgrad,15,Accepted,2016,http://2016.igem.org/Team:BGU_ISRAEL,gold medal,Nominated for Best Applied Design- Overgrad;Nominated for Best Environment Project- Overgrad;Nominated for Best Poster- Overgrad,PlastiCure: Offering an effective and energetically favorable biodegradation solution for PET,BBa_K2091000;BBa_K2091001;BBa_K2091002;BBa_K2091003;BBa_K2091004;BBa_K2091005;BBa_K2091006;BBa_K2091007;BBa_K2091008
1971,BHU_China,Asia,China,High School,High_school,14,Accepted,2016,http://2016.igem.org/Team:BHU_China,,,-- Not provided yet --,BBa_K1971000;BBa_K1971001;BBa_K1971002;BBa_K1971003;BBa_K1971004;BBa_K1971005;BBa_K1971007;BBa_K1971008;BBa_K1971009;BBa_K1971010;BBa_K1971011;BBa_K1971012;BBa_K1971013
2082,Bielefeld-CeBiTec,Europe,Germany,Foundational Advance,Overgrad,15,Accepted,2016,http://2016.igem.org/Team:Bielefeld-CeBiTec,gold medal,Nominated for Best New Composite Part- Overgrad,Evobodies - Molecular Speed Dating,BBa_K2082001;BBa_K2082002;BBa_K2082003;BBa_K2082004;BBa_K2082005;BBa_K2082006;BBa_K2082007;BBa_K2082009;BBa_K2082010;BBa_K2082104;BBa_K2082105;BBa_K2082107;BBa_K2082110;BBa_K2082111;BBa_K2082112;BBa_K2082113;BBa_K2082114;BBa_K2082115;BBa_K2082116;BBa_K2082118;BBa_K2082119;BBa_K2082121;BBa_K2082122;BBa_K2082123;BBa_K2082124;BBa_K2082125;BBa_K2082151;BBa_K2082152;BBa_K2082155;BBa_K2082201;BBa_K2082202;BBa_K2082203;BBa_K2082204;BBa_K2082205;BBa_K2082206;BBa_K2082207;BBa_K2082208;BBa_K2082209;BBa_K2082210;BBa_K2082211;BBa_K2082222;BBa_K2082223;BBa_K2082224;BBa_K2082226;BBa_K2082227;BBa_K2082232;BBa_K2082237;BBa_K2082238;BBa_K2082239;BBa_K2082231 expanded by a second cI binding site OR2;BBa_K2082252;BBa_K2082290;BBa_K2082291;BBa_K2082292;BBa_K2082298;BBa_K2082299;BBa_K2082300
1946,Bilkent-UNAMBG,Europe,Turkey,Diagnostics,Undergrad,8,Accepted,2016,http://2016.igem.org/Team:Bilkent-UNAMBG,silver medal,,Smelling Cancer - A VOC-Based Biosensor for Cancer Diagnosis,BBa_K1946000;BBa_K1946001;BBa_K1946002;BBa_K1946003;BBa_K1946004;BBa_K1946005;BBa_K1946006;BBa_K1946007
2133,BioBricks,North America,United States,Foundational Advance,Overgrad,7,Accepted,2016,http://2016.igem.org/Team:BioBricks,bronze medal,,BioBrick Beta: Developing a Functional Standard for Gene Expression,BBa_K2133000;BBa_K2133001;BBa_K2133002;BBa_K2133003
2004,BIOSINT_Mexico,Latin America,Mexico,Manufacturing,Undergrad,10,Accepted,2016,http://2016.igem.org/Team:BIOSINT_Mexico,,,Bioproduction of taurine: Metabolic pathway insertion in Escherichia coli ,BBa_K2004000;BBa_K2004001;BBa_K2004002;BBa_K2004003;BBa_K2004004;BBa_K2004005;BBa_K2004006;BBa_K2004007;BBa_K2004008;BBa_K2004009;BBa_K2004010;BBa_K2004011;BBa_K2004012;BBa_K2004013
2041,BIT,Asia,China,Diagnostics,Undergrad,24,Accepted,2016,http://2016.igem.org/Team:BIT,silver medal,,Alarm of Breast Cancer Based on Detection of MicroRNA-21 and MicroRNA-155,BBa_K2041000;BBa_K2041002;BBa_K2041003;BBa_K2041004;BBa_K2041005;BBa_K2041006;BBa_K2041007;BBa_K2041008;BBa_K2041009;BBa_K2041010;BBa_K2041011;BBa_K2041012;BBa_K2041013;BBa_K2041014;BBa_K2041015;BBa_K2041016;BBa_K2041018;BBa_K2041019;BBa_K2041020;BBa_K2041021
2120,BIT-China,Asia,China,New Application,Undergrad,26,Accepted,2016,http://2016.igem.org/Team:BIT-China,gold medal,,Plasmid-Sensing Logically and Adjustably Cell Killer (P-SLACKiller),BBa_K2120002;BBa_K2120003;BBa_K2120004;BBa_K2120005;BBa_K2120006;BBa_K2120008;BBa_K2120100;BBa_K2120101;BBa_K2120102;BBa_K2120103;BBa_K2120104;BBa_K2120105;BBa_K2120106;BBa_K2120107;BBa_K2120200;BBa_K2120201;BBa_K2120202;BBa_K2120203;BBa_K2120204;BBa_K2120205;BBa_K2120206;BBa_K2120207;BBa_K2120301;BBa_K2120302;BBa_K2120303;BBa_K2120304;BBa_K2120305;BBa_K2120306;BBa_K2120307;BBa_K2120308;BBa_K2120309;BBa_K2120311;BBa_K2120312;BBa_K2120313;BBa_K2120314;BBa_K2120315;BBa_K2120317;BBa_K2120318;BBa_K2120319;BBa_K2120321;BBa_K2120323;BBa_K2120325;BBa_K2120326;BBa_K2120327;BBa_K2120400;BBa_K2120401;BBa_K2120402;BBa_K2120403;BBa_K2120404;BBa_K2120405;BBa_K2120406;BBa_K2120407;BBa_K2120408;BBa_K2120409;BBa_K2120410;BBa_K2120411;BBa_K2120412;BBa_K2120413;BBa_K2120414;BBa_K2120415;BBa_K2120416;BBa_K2120418;BBa_K2120419;BBa_K2120420;BBa_K2120421;BBa_K2120423;BBa_K2120424;BBa_K2120425
2028,BNDS_China,Asia,China,High School,High_school,15,Accepted,2016,http://2016.igem.org/Team:BNDS_China,bronze medal,,Absorption of Calcium in water by expression Calcium channel protein in Escherichia Coli,BBa_K2028000
1891,BNU-China,Asia,China,Foundational Advance,Undergrad,26,Accepted,2016,http://2016.igem.org/Team:BNU-China,gold medal,,Taxolight,BBa_K1891000;BBa_K1891001;BBa_K1891002;BBa_K1891003;BBa_K1891004;BBa_K1891005;BBa_K1891006;BBa_K1891007;BBa_K1891008;BBa_K1891009;BBa_K1891010;BBa_K1891011;BBa_K1891012;BBa_K1891013;BBa_K1891014;P(3HB)(BBa_K934001) + HSP promotor  (BBa_K873002);BBa_K1891015;P(3HB)(BBa_K934001)+HSP promotor  (BBa_K873002)
1935,Bordeaux,Europe,France,Therapeutics,Overgrad,23,Accepted,2016,http://2016.igem.org/Team:Bordeaux,bronze medal,,Sleep with EpiC elegans,BBa_K1935000;BBa_K1935001;BBa_K1935002;BBa_K1935003;BBa_K1935004;BBa_K1935005;BBa_K1935006;BBa_K1935007;BBa_K1935008;BBa_K1935009;BBa_K1935010;BBa_K1935011;BBa_K1935012;BBa_K1935013;BBa_K1935014;BBa_K1935015;BBa_K1935016;BBa_K1935017;BBa_K1935018;BBa_K1935019;BBa_K1935020;BBa_K1935021;BBa_K1935022
1875,BostonU,North America,United States,Foundational Advance,Undergrad,11,Accepted,2016,http://2016.igem.org/Team:BostonU,gold medal,Nominated for Best Foundational Advance Project;Nominated for Best New Basic Part;Nominated for Best Part Collection,Gemini: Combining Digital and Analog Expression Systems,BBa_K1875000;BBa_K1875001;BBa_K1875002;BBa_K1875003;BBa_K1875004;BBa_K1875005;BBa_K1875006;BBa_K1875007;BBa_K1875008;BBa_K1875009;BBa_K1875010;BBa_K1875011;BBa_K1875012;BBa_K1875013;BBa_K1875014;BBa_K1875015;BBa_K1875016;BBa_K1875017;BBa_K1875018;BBa_K1875019
1876,BostonU_HW,North America,United States,Hardware,Undergrad,11,Accepted,2016,http://2016.igem.org/Team:BostonU_HW,gold medal,Nominated for Best Applied Design;Nominated for Best Software Tool,|Neptune: An integrated specify, design, and build hardware environment for Synthetic Biology microfluidics|,
2139,British_Columbia,North America,Canada,Manufacturing,Undergrad,17,Accepted,2016,http://2016.igem.org/Team:British_Columbia,gold medal,Nominated for Best Manufacturing Project,Crescentium,BBa_K2139001;BBa_K2139002;BBa_K2139003;BBa_K2139004;BBa_K2139005;BBa_K2139006;BBa_K2139007;BBa_K2139008;BBa_K2139009;BBa_K2139010;BBa_K2139011;BBa_K2139012;BBa_K2139013;BBa_K2139014;BBa_K2139015;BBa_K2139016;BBa_K2139017;BBa_K2139018
2185,BroadRun-Baltimore,North America,United States,High School,High_school,8,Accepted,2016,http://2016.igem.org/Team:BroadRun-Baltimore,gold medal,Best Integrated Human Practices- High_school;Nominated for Best Education & Public Engagement- High_school;Nominated for Best Integrated Human Practices- High_school;Nominated for Best Model- High_school;Nominated for Best Wiki- High_school;Nominated for Finalist- High_school,-- Not provided yet --,BBa_K2185001;BBa_K2185002;BBa_K2185003;BBa_K2185004;BBa_K2185005;BBa_K2185006;BBa_K2185007
2171,Bulgaria,Europe,Bulgaria,Food & Nutrition,Undergrad,16,Accepted,2016,http://2016.igem.org/Team:Bulgaria,bronze medal,,Yogurt I'd Like to Freeze,BBa_K2171000;BBa_K2171001;BBa_K2171002;BBa_K2171003;BBa_K2171004
2148,Cambridge-JIC,Europe,United Kingdom,Foundational Advance,Overgrad,12,Accepted,2016,http://2016.igem.org/Team:Cambridge-JIC,gold medal,Best Plant Synthetic Biology- Overgrad;Nominated for Best Plant Synthetic Biology- Overgrad,InstaChlam - a toolkit for chloroplast transformation,BBa_K2148000;BBa_K2148001;BBa_K2148002;BBa_K2148003;BBa_K2148004;BBa_K2148005;BBa_K2148006;BBa_K2148007;BBa_K2148008;BBa_K2148009;BBa_K2148010;BBa_K2148011;BBa_K2148012;BBa_K2148013;BBa_K2148014;BBa_K2148015;BBa_K2148016;BBa_K2148017
2186,CAPS_Kansas,North America,United States,High School,High_school,13,Accepted,2016,http://2016.igem.org/Team:CAPS_Kansas,,,Manipulating Omp pores & AcrAB-TolC efflux pumps using CRISPR/dCas9 to enhance E. coli antibiotic susceptibility,BBa_K2186000;BBa_K2186001;BBa_K2186002
2060,Cardiff_Wales,Europe,United Kingdom,Diagnostics,Undergrad,11,Accepted,2016,http://2016.igem.org/Team:Cardiff_Wales,silver medal,,Split Luciferase Complementation Assay for Point of Care Diagnosis ,BBa_K2060000;BBa_K2060001;BBa_K2060002
2103,CCA_SanDiego,North America,United States,High School,High_school,16,Accepted,2016,http://2016.igem.org/Team:CCA_SanDiego,,,Detoxification: Utilizing a Two-Plasmid System for Enhanced Bioremediation of Toxic Compounds,BBa_K2103001
2096,Central-Calgary,North America,Canada,High School,High_school,9,Withdrawn,2016,http://2016.igem.org/Team:Central-Calgary,gold medal,,-- Not provided yet --,
1955,CGU_Taiwan,Asia,Taiwan,Therapeutics,Undergrad,15,Accepted,2016,http://2016.igem.org/Team:CGU_Taiwan,silver medal,,Leijuvant- A Revolutionary Choice of Vaccine Helper,BBa_K1955001;BBa_K1955002;BBa_K1955003;BBa_K1955004;BBa_K1955005;BBa_K1955006;BBa_K1955007;BBa_K1955008;BBa_K1955009;BBa_K1955010
2030,Chalmers_Gothenburg,Europe,Sweden,Environment,Overgrad,17,Accepted,2016,http://2016.igem.org/Team:Chalmers_Gothenburg,gold medal,,Turning pollution into a solution,BBa_K2030000;BBa_K2030001;BBa_K2030002;BBa_K2030003;BBa_K2030004
2172,CIEI-BJ,Asia,China,High School,High_school,17,Accepted,2016,http://2016.igem.org/Team:CIEI-BJ,silver medal,,Biosynthesis of a key enzyme (SmCPS1) in tanshinone production ,BBa_K2172000;BBa_K2172001;BBa_K2172002;BBa_K2172003;BBa_K2172004;BBa_K2172005;BBa_K2172006;BBa_K2172007;BBa_K2172008;BBa_K2172009;BBa_K2172010;BBa_K2172011;BBa_K2172012
2078,CLSB-UK,Europe,United Kingdom,High School,High_school,12,Accepted,2016,http://2016.igem.org/Team:CLSB-UK,silver medal,Nominated for Best Wiki- High_school,-- Not provided yet --,BBa_K2078000;BBa_K2078001;BBa_K2078002
2156,ColegioFDR_Peru,Latin America,Peru,High School,High_school,21,Accepted,2016,http://2016.igem.org/Team:ColegioFDR_Peru,,Nominated for Best Presentation- High_school,Fós (φως): Engineering a 3D-Printed Bioluminescent Reading Lamp,BBa_J331024;BBa_J331025;BBa_J331027;BBa_J331028;BBa_K2156007;BBa_K2156016;BBa_K2156017;BBa_K2156103;BBa_K2156104;BBa_K2156504;BBa_K2156666;BBa_K2156831;BBa_K2156911
2166,CoLite-West-Point,North America,United States,,Team not yet accepted,1,Pending,2016,http://2016.igem.org/Team:CoLite-West-Point,gold medal,,Development of a Carbon Monoxide Sensing and Reporting Microbe,
2062,ColumbiaU_NYC,North America,United States,Environment,Undergrad,14,Accepted,2016,http://2016.igem.org/Team:ColumbiaU_NYC,gold medal,,Mos(QUIT)o,BBa_K2062000;BBa_K2062001;BBa_K2062002;BBa_K2062003;BBa_K2062004;BBa_K2062005;BBa_K2062006
2045,Concordia,North America,Canada,New Application,Overgrad,16,Accepted,2016,http://2016.igem.org/Team:Concordia,silver medal,,Combat Cells: League of Enhanced MicroGladiators,BBa_K2045000;BBa_K2045001;BBa_K2045002;BBa_K2045003;BBa_K2045004;BBa_K2045005
1931,Cornell_NY,North America,United States,Food & Nutrition,Undergrad,24,Accepted,2016,http://2016.igem.org/Team:Cornell_NY,silver medal,Nominated for Best Integrated Human Practices,-- Not provided yet --,BBa_K1931000;BBa_K1931001;BBa_K1931002;BBa_K1931003;BBa_K1931004;BBa_K1931005;BBa_K1931006;BBa_K1931007;BBa_K1931008;BBa_K1931009;BBa_K1931010;BBa_K1931011;BBa_K1931012;BBa_K1931013;BBa_K1931014;BBa_K1931015;BBa_K1931016;BBa_K1931017;BBa_K1931018;BBa_K1931019
2161,CPU_CHINA,Asia,United States,,Unspecified,1,Withdrawn,2016,http://2016.igem.org/Team:CPU_CHINA,gold medal,,-- Not provided yet --,
1945,CSU_Fort_Collins,North America,United States,New Application,Undergrad,13,Accepted,2016,http://2016.igem.org/Team:CSU_Fort_Collins,bronze medal,,|CyanoLogic: A novel, modular production system in Synechocystis 6803|,BBa_K1945000;BBa_K1945001;BBa_K1945002;BBa_K1945003;BBa_K1945004;BBa_K1945005;BBa_K1945006;BBa_K1945007;BBa_K1945008;BBa_K1945009;BBa_K1945010;BBa_K1945011;BBa_K1945012;BBa_K1945013;BBa_K1945014;BBa_K1945015;BBa_K1945016
2129,CU-Boulder,North America,United States,Manufacturing,Overgrad,10,Accepted,2016,http://2016.igem.org/Team:CU-Boulder,silver medal,,Engineering an open/close switch into a Bacterial Microcompartment,BBa_K2129001;BBa_K2129002;BBa_K2129003;BBa_K2129004;BBa_K2129005;BBa_K2129006;BBa_K2129007
2160,Dalhousie_Halifax_NS,North America,Canada,Environment,Undergrad,12,Accepted,2016,http://2016.igem.org/Team:Dalhousie_Halifax_NS,bronze medal,,A spike in biofuel production: mining the porcupine microbiome to engineer a softwood feedstock platform,BBa_K2160000
2184,Danci-K8,Europe,Israel,High School,High_school,15,Accepted,2016,http://2016.igem.org/Team:Danci-K8,gold medal,,Analyzing and changing people's abilities to taste food ingredients,BBa_K2184000;BBa_K2184001;BBa_K2184002;BBa_K2184003;BBa_K2184004;BBa_K2184005;BBa_K2184006;BBa_K2184007;BBa_K2184008;BBa_K2184009;BBa_K2184010;BBa_K2184011;BBa_K2184012;BBa_K2184013;BBa_K2184014;BBa_K2184015;BBa_K2184016;BBa_K2184017;BBa_K2184018;BBa_K2184019;BBa_K2184020;BBa_K2184021;BBa_K2184022;BBa_K2184023;BBa_K2184024;BBa_K2184025;BBa_K2184026;BBa_K2184027;BBa_K2184028;BBa_K2184029;BBa_K2184030;BBa_K2184031;BBa_K2184032;BBa_K2184033;BBa_K2184034;BBa_K2184035;BBa_K2184036;BBa_K2184037;BBa_K2184038;BBa_K2184039;BBa_K2184040
2111,Denver_Biolabs,North America,United States,Hardware,Overgrad,15,Accepted,2016,http://2016.igem.org/Team:Denver_Biolabs,bronze medal,,An oxytocin diagnostic toolkit and other biotools for use in low-resource environments,BBa_K2111000;BBa_K2111001;BBa_K2111002;BBa_K2111003;BBa_K2111004;BBa_K2111005
2117,DTU-Denmark,Europe,Denmark,Manufacturing,Overgrad,24,Accepted,2016,http://2016.igem.org/Team:DTU-Denmark,gold medal,Nominated for Best Hardware- Overgrad;Nominated for Best Poster- Overgrad,YEASTILIZATION - From Waste to Value,BBa_K2117000;BBa_K2117001;BBa_K2117002;BBa_K2117003;BBa_K2117004;BBa_K2117005;BBa_K2117009;BBa_K2117010;BBa_K2117011;BBa_K2117012;BBa_K2117013
1936,Duesseldorf,Europe,Germany,Therapeutics,Undergrad,23,Accepted,2016,http://2016.igem.org/Team:Duesseldorf,gold medal,,Optogenetic Induction of Apoptosis in Cancer Cells,BBa_K1936002;BBa_K1936003
1880,Duke,North America,United States,Manufacturing,Undergrad,10,Accepted,2016,http://2016.igem.org/Team:Duke,silver medal,,Biosynthesis of Taxol in E.coli,BBa_K1880001;BBa_K1880002
1962,Dundee,Europe,United Kingdom,Food & Nutrition,Undergrad,13,Accepted,2016,http://2016.igem.org/Team:Dundee,gold medal,,Fighting Bacterial Infections (F.B.I)  BactiFeed is All You Need,BBa_K1962000;BBa_K1962001;BBa_K1962002;BBa_K1962003;BBa_K1962004;BBa_K1962005;BBa_K1962006;BBa_K1962007;BBa_K1962008;BBa_K1962009;BBa_K1962010;BBa_K1962011;BBa_K1962012;BBa_K1962013;BBa_K1962014;BBa_K1962015;BBa_K1962016;BBa_K1962017
1963,Dundee_Schools,Europe,United Kingdom,High School,High_school,14,Accepted,2016,http://2016.igem.org/Team:Dundee_Schools,gold medal,Nominated for Best New Composite Part- High_school;Nominated for Best Part Collection- High_school;Nominated for Best Poster- High_school;Nominated for Best Presentation- High_school,F.B.I - Fighting Bacterial Infections starring spiRNA!,BBa_K1963000;BBa_K1963001;BBa_K1963002;BBa_K1963003;BBa_K1963005;BBa_K1963006;BBa_K1963008;BBa_K1963009;BBa_K1963011
1968,Edinburgh_OG,Europe,United Kingdom,New Application,Overgrad,15,Accepted,2016,http://2016.igem.org/Team:Edinburgh_OG,silver medal,,ExpandED: Tools For Rapid Prototyping in Non-Model Hosts,BBa_K1968000;BBa_K1968001;BBa_K1968002;BBa_K1968007;BBa_K1968008;BBa_K1968009;BBa_K1968013;BBa_K1968014;BBa_K1968015;BBa_K1968016;BBa_K1968020;BBa_K1968021;BBa_K1968022;BBa_K1968023;BBa_K1968024
1967,Edinburgh_UG,Europe,United Kingdom,Information Processing,Undergrad,16,Accepted,2016,http://2016.igem.org/Team:Edinburgh_UG,bronze medal,,BabblED: A modular system for encoding and storing information in DNA,BBa_K1967000;BBa_K1967001;BBa_K1967002;BBa_K1967003;BBa_K1967004;BBa_K1967005;BBa_K1967006;BBa_K1967007;BBa_K1967008;BBa_K1967009;BBa_K1967010;BBa_K1967011;BBa_K1967012;BBa_K1967013;BBa_K1967014;BBa_K1967015;BBa_K1967016;BBa_K1967017;BBa_K1967018;BBa_K1967019;BBa_K1967020;BBa_K1967021
2146,Emory,North America,United States,Foundational Advance,Undergrad,9,Accepted,2016,http://2016.igem.org/Team:Emory,bronze medal,,|Acinetobacter baylyi as an alternative, cost-effective vehicle for bacterial transformation  |,BBa_K2146000;BBa_K2146001;BBa_K2146002;BBa_K2146003;BBa_K2146004;BBa_K2146005;BBa_K2146006
2181,EMW_Street_Bio,North America,United States,Hardware,Overgrad,9,Accepted,2016,http://2016.igem.org/Team:EMW_Street_Bio,bronze medal,,Low Cost Labs: Machines That Grow,
1941,EPFL,Europe,Switzerland,Information Processing,Overgrad,15,Accepted,2016,http://2016.igem.org/Team:EPFL,gold medal,Nominated for Best Information Processing Project;Nominated for Best Software Tool- Overgrad,IntelliGene,BBa_K1941000;BBa_K1941001;BBa_K1941002;BBa_K1941003;BBa_K1941004;BBa_K1941005;BBa_K1941006;BBa_K1941007;BBa_K1941008
2131,Ethiopia1,Africa,Ethiopia,,Unspecified,1,Withdrawn,2016,http://2016.igem.org/Team:Ethiopia1,silver medal,,-- Not provided yet --,
2116,ETH_Zurich,Europe,Switzerland,Diagnostics,Overgrad,14,Accepted,2016,http://2016.igem.org/Team:ETH_Zurich,gold medal,Nominated for Best Model- Overgrad;Nominated for Best Part Collection- Overgrad,Pavlovs Coli: An associative learning based diagnostics tool applied to IBD,BBa_K2116001;BBa_K2116002;BBa_K2116003;BBa_K2116004;BBa_K2116005;BBa_K2116006;BBa_K2116007;BBa_K2116008;BBa_K2116009;BBa_K2116010;BBa_K2116011;BBa_K2116012;BBa_K2116013;BBa_K2116014;BBa_K2116015;BBa_K2116016;BBa_K2116017;BBa_K2116018;BBa_K2116019;BBa_K2116020;BBa_K2116021;BBa_K2116022;BBa_K2116023;BBa_K2116024;BBa_K2116025;BBa_K2116026;BBa_K2116027;BBa_K2116028;BBa_K2116030;BBa_K2116031;BBa_K2116032;BBa_K2116033;BBa_K2116035;BBa_K2116036;BBa_K2116037;BBa_K2116038;BBa_K2116039;BBa_K2116040;BBa_K2116041;BBa_K2116048;BBa_K2116049;BBa_K2116052;BBa_K2116053;BBa_K2116055;BBa_K2116056;BBa_K2116057;BBa_K2116058;BBa_K2116059;BBa_K2116060;BBa_K2116061;BBa_K2116062;BBa_K2116063;BBa_K2116064;BBa_K2116065;BBa_K2116066;BBa_K2116067;BBa_K2116070;BBa_K2116071;BBa_K2116072;BBa_K2116073;BBa_K2116074;BBa_K2116075;BBa_K2116076;BBa_K2116077;BBa_K2116078;BBa_K2116079;BBa_K2116080;BBa_K2116081;BBa_K2116082;BBa_K2116083;BBa_K2116084;BBa_K2116085;BBa_K2116086;BBa_K2116087;BBa_K2116088;BBa_K2116089;BBa_K2116090;BBa_K2116091;BBa_K2116092;BBa_K2116093;BBa_K2116094;BBa_K2116095;BBa_K2116996;BBa_K2116997;BBa_K2116998;BBa_K2116999
2042,Evry,Europe,France,Manufacturing,Overgrad,16,Accepted,2016,http://2016.igem.org/Team:Evry,bronze medal,,Let's Play: Bioproduction of Poly-Lactic Acid,BBa_K2042000;BBa_K2042001;BBa_K2042002;BBa_K2042003;BBa_K2042004;BBa_K2042006;BBa_K2042007;BBa_K2042008;BBa_K2042009;BBa_K2042010;BBa_K2042011;BBa_K2042012;BBa_K2042013;BBa_K2042014;BBa_K2042015;BBa_K2042016;BBa_K2042017;BBa_K2042018;BBa_K2042019
1914,Exeter,Europe,United Kingdom,Measurement,Overgrad,18,Accepted,2016,http://2016.igem.org/Team:Exeter,gold medal,,Project Exepire: The Creation and Characterisation of Kill Switches,BBa_K1914000;BBa_K1914001;BBa_K1914002;BBa_K1914003;BBa_K1914004;BBa_K1914005
