Name,Description,Length,part_rating,scores,release_status,twins,sample_status,part_results,use,group,author,date,distrbution,filename
BBa_K346000,RBS(B0032)+T3 DNA-directed RNA polymerase,2674,,,Released HQ 2013,,In stock,Works,3 Uses,iGEM10_Peking,Haoqian Zhang and Weiye Wang,2010-09-25,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_I15040,RBS.TetR from pASKIBA3,642,,Antiquity:0,Not Released,,It's complicated,None,4 Uses,UTAustin,Jeff Tabor,2005-06-02,,Transcriptional regulation.csv
BBa_J37033,RBS + LuxR,799,1,,Not Released,BBa_S01414;BBa_S01640;BBa_S03613;BBa_I726002;BBa_S04213;BBa_K188124;BBa_K329007,It's complicated,None,9 Uses,iGEM2006_Imperial,John Sy,2006-08-23,,Transcriptional regulation.csv
BBa_I714892,CIind-,726,,,Not Released,,It's complicated,Works,Not Used,iGEM07_Peking,Chunbo Lou,2007-10-21,,Transcriptional regulation.csv
BBa_K091138,RBS+lsrR,972,,,Not Released,BBa_K848000,It's complicated,Works,Not Used,iGEM08_Davidson-Missouri_Western,Xiao Zhu,2008-07-15,,Transcriptional regulation.csv
BBa_K100010,RBS + XylR Transcriptional Regulator,1200,,,Not Released,,It's complicated,Works,Not Used,iGEM08_PennState,Garrett Tobin,2008-08-18,,Transcriptional regulation.csv
BBa_K131016,LuxOU from Vibrio harveyi,1945,1,,Not Released,BBa_K218001,It's complicated,None,1 Uses,iGEM08_Calgary_Wetware,Thane Kubik,2008-09-28,,Transcriptional regulation.csv
BBa_K092800,"Coding sequence for LacI modified with a different rate of translation than LacI, RBS",1103,1,,Not Released,,It's complicated,None,1 Uses,iGEM08_EPF-Lausanne,EPF-Lausanne Team 2008,2008-10-22,,Transcriptional regulation.csv
BBa_K082012,B0034-LacI,1103,,,Not Released,,It's complicated,Works,Not Used,iGEM08_USTC,"Zhen Xu , Binjie Xu",2008-10-27,,Transcriptional regulation.csv
BBa_K772007,GFP - LasR anchor-inducer protein complex,1720,,,Not Released,,Not in stock,None,Not Used,iGEM12_Fatih,Mustafa Elitok,2012-09-26,,Transcriptional regulation.csv
BBa_K1520501,Rbs-luxR(scarless),799,,,Not Released,,Not in stock,,3 Uses,iGEM14_Nanjing-China,yue wu,2014-09-22,,Transcriptional regulation.csv
BBa_K1520502,Rbs-lacI(scarless),1171,,,Not Released,,Not in stock,,3 Uses,iGEM14_Nanjing-China,yue wu,2014-09-22,,Transcriptional regulation.csv
BBa_K1520503,Rbs-cI(scarless),793,,,Not Released,,Not in stock,,1 Uses,iGEM14_Nanjing-China,yue wu,2014-09-22,,Transcriptional regulation.csv
BBa_K1520505,Rbs-tetR(scarless),703,,,Not Released,,Not in stock,,5 Uses,iGEM14_Nanjing-China,yue wu,2014-09-22,,Transcriptional regulation.csv
BBa_I9026,rhlI translational unit,685,,,Released HQ 2013,BBa_K082010;BBa_K1529251,In stock,None,12 Uses,Antiquity,crackdots,2004-01-27,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_C0261,"AHL-making Enzyme, luxI (+RBS)",661,1,Antiquity:0,Released HQ 2013,BBa_S01413;BBa_S01522;BBa_I9022;BBa_I751200;BBa_I751300,In stock,None,70 Uses,Antiquity,robertb,2004-08-23,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution;Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K082010,B0034-C0070 ,685,,,Released HQ 2013,BBa_I9026;BBa_K1529251,In stock,Works,Not Used,iGEM08_USTC,"Zhen Xu , Binjie Xu",2008-10-27,,Transcriptional regulation.csv
BBa_K082007,B0030-C0070 ,688,,,Not Released,BBa_I14046,It's complicated,Works,Not Used,iGEM08_USTC,"Zhen Xu , Binjie Xu",2008-10-27,,Transcriptional regulation.csv
BBa_K082008,B0032-C0070 ,686,,,Not Released,,It's complicated,Works,Not Used,iGEM08_USTC,"Zhen Xu , Binjie Xu",2008-10-27,,Transcriptional regulation.csv
BBa_K1520504,Rbs-luxI(scarless),661,,,Not Released,,Not in stock,,12 Uses,iGEM14_Nanjing-China,yue wu,2014-09-22,,Transcriptional regulation.csv
BBa_I742155,crtY (lycopene cyclase) with native rbs,1171,1,,Not Released,BBa_I742117,In stock,None,1 Uses,iGEM07_Edinburgh,Chris French,2007-10-24,,Transcriptional regulation.csv
BBa_I742158,crtZ (beta-carotene hydroxylase) with native rbs,547,1,,Released HQ 2013,BBa_I742118,In stock,None,12 Uses,iGEM07_Edinburgh,Chris French,2007-10-24,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K118004,rbs+dxs (1-deoxyxylulose-5-phosphate synthase),1882,1,,Released HQ 2013,,In stock,None,2 Uses,iGEM08_Edinburgh,Andrew Hall,2008-08-08,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K118005,rbs+crtI (phytoene dehydrogenase),1498,1,,Released HQ 2013,,In stock,Works,7 Uses,iGEM08_Edinburgh,Andrew Hall,2008-08-08,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K118006,rbs+crtB (phytoene synthase),949,1,,Released HQ 2013,,In stock,Works,4 Uses,iGEM08_Edinburgh,Andrew Hall,2008-08-08,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K118013,rbs+crtY (lycopene B-cyclase),1162,1,,Not Released,,In stock,None,2 Uses,iGEM08_Edinburgh,Andrew Hall,2008-08-19,,Transcriptional regulation.csv
BBa_K118014,rbs+crtE (geranylgeranyl pyrophosphate synthase),922,1,,Not Released,,In stock,Works,7 Uses,iGEM08_Edinburgh,Andrew Hall,2008-08-19,,Transcriptional regulation.csv
BBa_I742152,crtE (geranylgeranyl pyrophosphate synthase) with native rbs.,954,,,Not Released,BBa_I742116,It's complicated,None,Not Used,iGEM07_Edinburgh,Chris French,2007-10-24,,Transcriptional regulation.csv
BBa_I742161,crtI (phytoene dehydrogenase) and crtB (phytoene synthase),2430,1,,Not Released,BBa_I742119,It's complicated,None,Not Used,iGEM07_Edinburgh,Chris French,2007-10-24,,Transcriptional regulation.csv
BBa_K152001,rbs + crtE,928,,,Not Released,,It's complicated,None,3 Uses,iGEM08_Guelph,David Johnston Monje,2008-10-29,,Transcriptional regulation.csv
BBa_K152002,RBS + crtB,910,,,Not Released,,It's complicated,None,3 Uses,iGEM08_Guelph,David Johnston Monje,2008-10-29,,Transcriptional regulation.csv
BBa_K152003,CrtY + RBS,1168,,,Not Released,,It's complicated,None,3 Uses,iGEM08_Guelph,David Johnston Monje,2008-10-30,,Transcriptional regulation.csv
BBa_I716338,rbs-ThpD,938,,,Not Released,,In stock,None,Experience: None,iGEM07_Berkeley_UC,nhu nguyen,2007-08-14,,Transcriptional regulation.csv
BBa_I716339,rbs-thpB-rbs-ThpC,1726,,,Not Released,,In stock,None,Experience: None,iGEM07_Berkeley_UC,nhu nguyen,2007-08-14,,Transcriptional regulation.csv
BBa_I742109,COMT gene with ribosome binding site,1117,1,,Released HQ 2013,,In stock,None,5 Uses,iGEM07_Edinburgh,sarah hollingshead,2007-10-19,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_I742111,Limonene synthase gene with ribosome binding site,1687,1,iGEM Dundee 2011:3;iGEM Wisconsin-Madison 2012:2,Released HQ 2013,,In stock,None,5 Uses,iGEM07_Edinburgh,sarah hollingshead,2007-10-19,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K118017,rbs+glgC (ADP-glucose pyrophosphorylase),1315,1,,Released HQ 2013,,In stock,Works,1 Uses,iGEM08_Edinburgh,Andrew Hall,2008-10-06,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K118018,rbs+glgC16 (glgC with G336D substitution),1315,1,,Released HQ 2013,,In stock,Works,2 Uses,iGEM08_Edinburgh,Andrew Hall,2008-10-06,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K081008,luxI protein generator (TERM-),664,1,Aberdeen_Scotland 2009:4,Released HQ 2013,,In stock,Works,5 Uses,iGEM08_UNIPV-Pavia,"Lorenzo Pasotti, Paolo Magni",2008-10-18,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K081009,lasI protein generator (TERM-),688,1,,Released HQ 2013,,In stock,None,7 Uses,iGEM08_UNIPV-Pavia,"Lorenzo Pasotti, Paolo Magni",2008-10-18,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K081017,pcyA protein generator (TERM-),796,1,,Released HQ 2013,BBa_K193402;BBa_K1587002,In stock,None,1 Uses,iGEM08_UNIPV-Pavia,"Lorenzo Pasotti, Paolo Magni",2008-10-19,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K130000,srlD,792,1,,Released HQ 2013,,In stock,None,1 Registry Star,iGEM08_Wisconsin,Basudeb Bhattacharyya,2008-10-27,,Transcriptional regulation.csv
BBa_K759007,RBS(B0034)and phaB (acetoacetyl-CoA reductase orgin from Ralstonia eutropha),756,,,Not Released,,In stock,None,Not Used,iGEM12_HokkaidoU_Japan,Ami Kawahata,2012-09-20,,Transcriptional regulation.csv
BBa_J45396,BAT2 enzyme translational unit,1155,,,Not Released,,It's complicated,Works,Not Used,iGEM2006_MIT,André Green II,2006-10-28,,Transcriptional regulation.csv
BBa_I716337,rbs-ThpC,1155,,,Not Released,,It's complicated,None,Not Used,iGEM07_Berkeley_UC,nhu nguyen,2007-08-14,,Transcriptional regulation.csv
BBa_I742147,sam5 (coumarate hydroxylase) with native rbs.,1558,,,Not Released,BBa_I742105,It's complicated,None,1 Uses,iGEM07_Edinburgh,sarah hollingshead,2007-10-24,,Transcriptional regulation.csv
BBa_I742148,sam8 (tyrosine ammonia lyase) with native rbs,1550,,,Not Released,BBa_I742106;BBa_I742149;BBa_K238027,It's complicated,None,2 Uses,iGEM07_Edinburgh,sarah hollingshead,2007-10-24,,Transcriptional regulation.csv
BBa_I737020,PoPS->Agarase (Digests agar),2591,,,Not Released,,It's complicated,None,1 Uses,iGEM07_Calgary,Vladislav Lavrovsky,2007-10-26,,Transcriptional regulation.csv
BBa_K125801,RBS-phaA,1251,,,Not Released,,It's complicated,None,Not Used,iGEM08_Hawaii,Norman Wang,2008-09-03,,Transcriptional regulation.csv
BBa_K125803,RBS-phaC,1158,,,Not Released,,It's complicated,None,Not Used,iGEM08_Hawaii,Norman Wang,2008-09-03,,Transcriptional regulation.csv
BBa_K125804,RBS-phaE,1014,,,Not Released,,It's complicated,None,Not Used,iGEM08_Hawaii,Norman Wang,2008-09-03,,Transcriptional regulation.csv
BBa_K156015,RBS + phaA,1201,,,Not Released,,It's complicated,None,2 Uses,iGEM08_Virginia,George McArthur IV,2008-10-28,,Transcriptional regulation.csv
BBa_K156016,RBS + phaB1,760,,,Not Released,,It's complicated,None,3 Uses,iGEM08_Virginia,George McArthur IV,2008-10-28,,Transcriptional regulation.csv
BBa_K156017,RBS + phaC1,1368,,,Not Released,,It's complicated,None,2 Uses,iGEM08_Virginia,George McArthur IV,2008-10-28,,Transcriptional regulation.csv
BBa_K759006,B0034 and  phaA (beta-ketothiolase orgin from Ralstonia eutropha),1200,,,Not Released,,It's complicated,None,Not Used,iGEM12_HokkaidoU_Japan,Ami Kawahata,2012-09-19,,Transcriptional regulation.csv
BBa_K759008,B0034 and phaC (BBa_K342001),1809,,,Not Released,,It's complicated,,Not Used,iGEM12_HokkaidoU_Japan,Ami Kawahata,2012-09-20,,Transcriptional regulation.csv
BBa_K759009,RBS-phaC-RBS-phaA-RBS-phaB,3781,,,Not Released,,It's complicated,,1 Uses,iGEM12_HokkaidoU_Japan,Ami Kawahata,2012-09-20,,Transcriptional regulation.csv
BBa_I716336,rbs-ThpB, ,,,Not Released,,No part sequence,None,No Sequence,iGEM07_Berkeley_UC,nhu nguyen,2007-08-14,,Transcriptional regulation.csv
BBa_K125802,RBS-phaB,744,,,Not Released,,Not in stock,None,Not Used,iGEM08_Hawaii,Norman Wang,2008-09-03,,Transcriptional regulation.csv
BBa_I718007,RBS-CRE, ,,,Not Released,BBa_S03847,In stock,None,3 Uses,iGEM07_Paris,David Bikard,2007-10-26,,Transcriptional regulation.csv
BBa_K112205,{rbs.xis!} The xis gene with native rbs site and stop codon; assembly standard 21, ,,,Not Released,,It's complicated,None,Not Used,iGEM08_UC_Berkeley,Molly Allen,2008-10-21,,Transcriptional regulation.csv
BBa_K112212,"{rbs.int!} The integrase gene with native rbs site and stop codon, BBb format", ,,,Not Released,,It's complicated,None,Not Used,iGEM08_UC_Berkeley,Molly Allen,2008-10-21,,Transcriptional regulation.csv
BBa_K112218,"{rbs.ihfA!} The ihf alpha gene with native rbs and stop codon, BBb format", ,,,Not Released,,It's complicated,None,1 Uses,iGEM08_UC_Berkeley,Molly Allen,2008-10-21,,Transcriptional regulation.csv
BBa_K112224,"{rbs.ihfB!} The ihf beta gene with native rbs and stop codon, BBb format", ,,,Not Released,,It's complicated,None,1 Uses,iGEM08_UC_Berkeley,Molly Allen,2008-10-21,,Transcriptional regulation.csv
BBa_K112234,{rbs.xis.int!} The bacteriophage lambda xis/integrase gene with native rbs and stop codon; assembly , ,,,Not Released,,It's complicated,None,2 Uses,iGEM08_UC_Berkeley,Molly Allen,2008-10-21,,Transcriptional regulation.csv
BBa_K082011,B0034-J61047 , ,,,Not Released,,It's complicated,Works,Not Used,iGEM08_USTC,Xunyao Wu,2008-10-27,,Transcriptional regulation.csv
BBa_K112005,rbs.T4 holin!,673,1,,Not Released,,In stock,None,1 Registry Star,iGEM08_UC_Berkeley,Bing Xia,2008-09-03,,Transcriptional regulation.csv
BBa_K112011,rbs.T4 antiholin! in BBb,308,1,,Released HQ 2013,,In stock,None,1 Registry Star,iGEM08_UC_Berkeley,Bing Xia,2008-09-03,,Transcriptional regulation.csv
BBa_K112017,rbs.T4 lysozyme! in BBb,511,1,,Not Released,,It's complicated,None,Not Used,iGEM08_UC_Berkeley,Bing Xia,2008-09-03,,Transcriptional regulation.csv
BBa_K112305,{rbs.lambda lysozyme!} in BBb format,496,,,Not Released,,It's complicated,Works,6 Uses,iGEM08_UC_Berkeley,Aron Lau,2008-10-21,Spring 2017 Distribution;Spring 2016 Distribution,Transcriptional regulation.csv
BBa_K112311,{rbs.lambda holin!} in BBb format,338,,,Not Released,,It's complicated,Works,6 Uses,iGEM08_UC_Berkeley,Aron Lau,2008-10-21,,Transcriptional regulation.csv
BBa_K112317,{rbs.lambda antiholin!} in BBb format,344,,,Not Released,,It's complicated,Works,6 Uses,iGEM08_UC_Berkeley,Aron Lau,2008-10-21,,Transcriptional regulation.csv
BBa_K1631002,Translational unit of Colicin-E3,1668,,,Not Released,,Not in stock,,2 Uses,iGEM15_UT-Tokyo,Yuto Yamanaka,2015-09-12,,Transcriptional regulation.csv
BBa_K1631003,Tlanslational unit of Colicin Lysis Protein (for colicin-E3),156,,,Not Released,,Not in stock,,2 Uses,iGEM15_UT-Tokyo,Yuto Yamanaka,2015-09-13,,Transcriptional regulation.csv
BBa_K836004,Lysis inhibitor from Enterobacteria phage lambda (codon usage optimized for R. opacus),338,,,Not Released,,Not in stock,None,1 Uses,iGEM12_TEC-UNA,Ricardo Alvarado,2012-09-20,,Transcriptional regulation.csv
BBa_K836006,Lysis protein S from 	Enterobacteria phage lambda (codon usage optimized for R. opacus),333,,,Not Released,,Not in stock,None,1 Uses,iGEM12_TEC-UNA,Ricardo Alvarado,2012-09-20,,Transcriptional regulation.csv
BBa_I15016,B0032.ECFP,742,1,ahessel:5;Antiquity:5,Released HQ 2013,,In stock,Works,3 Uses,UTAustin,Jeff Tabor,2005-04-15,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution;Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_I15017,B0032.EYFP,742,1,Antiquity:5,Released HQ 2013,BBa_J70372;BBa_K621000,In stock,Works,7 Uses,UTAustin,Jeff Tabor,2005-04-15,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution;Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_E5501,B0032.E0040,739,,Antiquity:0,Released HQ 2013,BBa_J70380,In stock,None,5 Uses,Registry,jcbraff,2005-05-17,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_I13502,Screening plasmid intermediate,724,1,Antiquity:0,Released HQ 2013,BBa_S03255;BBa_S03873;BBa_S04014;BBa_K093005;BBa_J70390;BBa_S04419;BBa_S04587;BBa_S04627,In stock,None,17 Uses,MIT,jkm,2005-05-31,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution;Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_I13503,Screening plasmid intermediate,725,,Antiquity:0,Released HQ 2013,BBa_J70388,In stock,None,Not Used,MIT,jkm,2005-05-31,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_J24679,RBS + LacI,1170,1,,Released HQ 2013,BBa_S0106,In stock,None,2 Uses,iGEM2006_Brown,Annie Gao,2006-10-26,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_J61201,[rbsGenR],560,1,,Not Released,,In stock,Issues,1 Registry Star,Arkin Lab,Josh Kittleson,2007-01-30,,Transcriptional regulation.csv
BBa_I732017,lacZ full-length (RBS+ TERM-),3093,1,,Released HQ 2013,BBa_K823016;BBa_K1695024,In stock,Works,20 Uses,iGEM07_USTC,Zhan Jian,2007-07-14,,Transcriptional regulation.csv
BBa_I732018,lacZ alpha fragment (RBS+ TERM-),252,,,Released HQ 2013,BBa_K329005;BBa_K346083,In stock,Works,19 Uses,iGEM07_USTC,Zhan Jian,2007-07-14,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_I718011,rbs-dapA coli,903,,,Released HQ 2013,BBa_S03754,In stock,None,1 Uses,iGEM07_Paris,David Bikard,2007-10-26,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_I718014,rbs-dapA (B. Subtilis),897,,,Released HQ 2013,,In stock,None,1 Uses,iGEM07_Paris,David Bikard,2007-10-26,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K088000,RBS+cI,793,,,Released HQ 2013,BBa_S0103;BBa_J06550;BBa_J09044;BBa_K093006;BBa_K082009;BBa_K327000;BBa_S04621;BBa_K648031;BBa_K909004;BBa_S05081;BBa_S05082,In stock,None,Not Used,iGEM08_CPU-NanJing,Hai Chen,2008-10-13,,Transcriptional regulation.csv
BBa_K190019,fMT ,222,,iGEM Groningen 2009:2;iGEM Dundee 2011:3;iGEM Tokyo_NokoGen 2011:2,Not Released,,In stock,Issues,2 Uses,iGEM09_Groningen,Nienke Kuipers,2009-08-19,,Transcriptional regulation.csv
BBa_K228803,RBS(B0034)+lacI(C0012),1171,,,Released HQ 2013,BBa_S0100;BBa_S03520;BBa_J24685;BBa_K188122,In stock,Issues,Not Used,iGEM09_PKU_Beijing,Shuke Wu,2009-09-07,,Transcriptional regulation.csv
BBa_K228809,RBS(B0034)+tetR(C0040),703,,,Released HQ 2013,BBa_S0101;BBa_I10013;BBa_S03518;BBa_J09041;BBa_J24688;BBa_S03879;BBa_S04603;BBa_K1392936;BBa_S05256;BBa_K1392939,In stock,Issues,Not Used,iGEM09_PKU_Beijing,Shuke Wu,2009-09-07,,Transcriptional regulation.csv
BBa_K193402,RBS is located upstream of pcyA,796,,,Released HQ 2013,BBa_K081017;BBa_K1587002,In stock,None,1 Uses,iGEM09_Tokyo_Tech,HIroshi Shiba,2009-10-13,,Transcriptional regulation.csv
BBa_K216008,bacterial luciferase LuxAB of Xenorhabdus luminescens,2110,,,Not Released,BBa_K322139,In stock,Works,2 Uses,iGEM09_Edinburgh,Edinburgh iGEM 2009,2009-10-16,,Transcriptional regulation.csv
BBa_K415100,RBS : pVIII,240,,,Not Released,BBa_K1039019,In stock,None,1 Uses,iGEM10_MIT,Grant Robinson,2010-06-26,,Transcriptional regulation.csv
BBa_K322139,Blue emitting luciferase (from X. luminescens),2110,,,Not Released,BBa_K216008,In stock,Works,3 Uses,iGEM10_Edinburgh, Richard Partridge-Hicks and Maria Kowal,2010-09-25,,Transcriptional regulation.csv
BBa_K314110,f1 origin,455,,,Released HQ 2013,,In stock,Works,5 Uses,iGEM10_Washington,IGEM 2010 Team Washington,2010-10-08,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K329005,Strong RBS (B0034) - LacZ-alpha fragment (I732006),252,,,Released HQ 2013,BBa_I732018;BBa_K346083,In stock,,Not Used,iGEM10_Paris_Liliane_Bettencourt,Raphael Pantier,2010-10-12,,Transcriptional regulation.csv
BBa_K346083,RBS(B0034)+lacZ alpha(BBa_I732006),252,,,Released HQ 2013,BBa_I732018;BBa_K329005,In stock,Works,Not Used,iGEM10_Peking,Zairan Liu,2010-10-18,,Transcriptional regulation.csv
BBa_K346056,RBS-phiR73 delta(BBa_I746352)+Terminator(B0015),401,,,Not Released,BBa_I746342;BBa_K1087005,In stock,Works,Not Used,iGEM10_Peking,Heng Pan,2010-10-18,,Transcriptional regulation.csv
BBa_K325101,,1673,,,Not Released,,In stock,Works,2 Uses,iGEM10_Cambridge,Ben Reeve and Hannah Copley,2010-10-23,,Transcriptional regulation.csv
BBa_K325211,,1667,,,Not Released,BBa_K1740002,In stock,Works,1 Uses,iGEM10_Cambridge,Bill Collins and Peter Emmrich,2010-10-23,,Transcriptional regulation.csv
BBa_K606013,SpoVG RFPmCherry double terminator. Translational unit for B. Subtilis,861,,,Released HQ 2013,,In stock,Works,7 Uses,iGEM11_Paris_Bettencourt,Cyrille Pauthenier,2011-07-07,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K606017,T7 polymerase expression casette for Bacillus Subtilis,2673,,,Released HQ 2013,,In stock,,1 Uses,iGEM11_Paris_Bettencourt,Cyrille Pauthenier,2011-07-07,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K523001,RBS + malS (E. coli periplasmic α-amylase),2067,,,Released HQ 2013,,In stock,Works,1 Uses,iGEM11_Edinburgh,"Mun Ching Lee, Sylvia Ispasanie, Allan Crossman",2011-07-19,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K523002,RBS + bglX (E. coli perisplasmic β-glucosidase),2338,,,Released HQ 2013,,In stock,Works,1 Uses,iGEM11_Edinburgh,"Sylvia Ispasanie, Mun Ching Lee",2011-07-19,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
BBa_K516012,luxI protein generator TERM- RBS+(B0032),662,,,Not Released,,In stock,Issues,Not Used,iGEM11_UNIPV-Pavia,"Paolo Magni, Nicolo' Politi, Tommaso Goggia",2011-09-08,,Transcriptional regulation.csv
BBa_K516011,luxI protein generator TERM- RBS+(B0031),663,,,Released HQ 2013,,In stock,Works,1 Uses,iGEM11_UNIPV-Pavia,"Nicolo' Politi, Tommaso Goggia, Paolo Magni",2011-09-07,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,Transcriptional regulation.csv
